ISSUE_SEVERITY_RANK,ISSUE_SEVERITY,SCORE,PROBLEM_TITLE,CVE,CWE,PROJECT_NAME,PROJECT_URL,EXPLOIT_MATURITY,AUTOFIXABLE,FIRST_INTRODUCED,ISSUE_STATUS,LAST_INTRODUCED,LAST_RESOLVED,PRODUCT_NAME,PROJECT_CRITICALITY,PROJECT_ENVIRONMENT,PROJECT_LIFECYCLE,PROJECT_TAGS,PROJECT_TYPE,ORG_NAME,PROBLEM_ID,INITIAL_ISSUE_TYPE,VULN_DB_URL,LAST_IGNORED,PROJECT_OWNER,PROJECT_ORIGIN,PACKAGE_NAME_AND_VERSION,PROJECT_TARGET,PROJECT_TARGET_REFERENCE,PROJECT_COLLECTION,ISSUE_URL,ISSUE_STATUS_INDICATOR,ISSUE_TYPE,Model Results
3,High,802,Path Traversal,[],"[""CWE-23""]",MrkmuniKumar/juice-shop,https://app.snyk.io/org/mrkmunikumar/project/51c6ec68-8de8-4009-b579-8ee2483b27b9,,,2023-08-24 07:21:02.442,Open,2023-08-24 07:21:02.442,,Snyk Code,,,,,Static Application Security Testing (SAST),MrkmuniKumar,306d363d-f980-4179-aab7-d91ef2438044,CODE_SECURITY_VULNERABILITY,,,,github,,MrkmuniKumar/juice-shop,master,,https://app.snyk.io/org/mrkmunikumar/project/51c6ec68-8de8-4009-b579-8ee2483b27b9#issue-306d363d-f980-4179-aab7-d91ef2438044,Open,Vulnerability,[]
3,High,802,NoSQL Injection,[],"[""CWE-89""]",MrkmuniKumar/juice-shop,https://app.snyk.io/org/mrkmunikumar/project/51c6ec68-8de8-4009-b579-8ee2483b27b9,,,2023-08-24 07:21:02.442,Open,2023-08-24 07:21:02.442,,Snyk Code,,,,,Static Application Security Testing (SAST),MrkmuniKumar,0e69efc7-d3e2-4bf1-b3b8-cfa6214684ef,CODE_SECURITY_VULNERABILITY,,,,github,,MrkmuniKumar/juice-shop,master,,https://app.snyk.io/org/mrkmunikumar/project/51c6ec68-8de8-4009-b579-8ee2483b27b9#issue-0e69efc7-d3e2-4bf1-b3b8-cfa6214684ef,Open,Vulnerability,[]
3,High,802,NoSQL Injection,[],"[""CWE-89""]",MrkmuniKumar/juice-shop,https://app.snyk.io/org/mrkmunikumar/project/51c6ec68-8de8-4009-b579-8ee2483b27b9,,,2023-08-24 07:21:02.442,Open,2023-08-24 07:21:02.442,,Snyk Code,,,,,Static Application Security Testing (SAST),MrkmuniKumar,99b3f89f-6915-48f1-a274-d3c862faffde,CODE_SECURITY_VULNERABILITY,,,,github,,MrkmuniKumar/juice-shop,master,,https://app.snyk.io/org/mrkmunikumar/project/51c6ec68-8de8-4009-b579-8ee2483b27b9#issue-99b3f89f-6915-48f1-a274-d3c862faffde,Open,Vulnerability,[]
3,High,802,NoSQL Injection,[],"[""CWE-89""]",MrkmuniKumar/juice-shop,https://app.snyk.io/org/mrkmunikumar/project/51c6ec68-8de8-4009-b579-8ee2483b27b9,,,2023-08-24 07:21:02.442,Open,2023-08-24 07:21:02.442,,Snyk Code,,,,,Static Application Security Testing (SAST),MrkmuniKumar,e8a6ff44-07ed-44f8-b2ab-c59e4dcfcbec,CODE_SECURITY_VULNERABILITY,,,,github,,MrkmuniKumar/juice-shop,master,,https://app.snyk.io/org/mrkmunikumar/project/51c6ec68-8de8-4009-b579-8ee2483b27b9#issue-e8a6ff44-07ed-44f8-b2ab-c59e4dcfcbec,Open,Vulnerability,[]
3,High,802,NoSQL Injection,[],"[""CWE-89""]",MrkmuniKumar/juice-shop,https://app.snyk.io/org/mrkmunikumar/project/51c6ec68-8de8-4009-b579-8ee2483b27b9,,,2023-08-24 07:21:02.442,Open,2023-08-24 07:21:02.442,,Snyk Code,,,,,Static Application Security Testing (SAST),MrkmuniKumar,75fd57b1-b890-423a-8b12-a9a4045b3f81,CODE_SECURITY_VULNERABILITY,,,,github,,MrkmuniKumar/juice-shop,master,,https://app.snyk.io/org/mrkmunikumar/project/51c6ec68-8de8-4009-b579-8ee2483b27b9#issue-75fd57b1-b890-423a-8b12-a9a4045b3f81,Open,Vulnerability,[]
3,High,802,NoSQL Injection,[],"[""CWE-89""]",MrkmuniKumar/juice-shop,https://app.snyk.io/org/mrkmunikumar/project/51c6ec68-8de8-4009-b579-8ee2483b27b9,,,2023-08-24 07:21:02.442,Open,2023-08-24 07:21:02.442,,Snyk Code,,,,,Static Application Security Testing (SAST),MrkmuniKumar,9d07ec3a-99b3-4b74-8ac6-81fc2a0a721d,CODE_SECURITY_VULNERABILITY,,,,github,,MrkmuniKumar/juice-shop,master,,https://app.snyk.io/org/mrkmunikumar/project/51c6ec68-8de8-4009-b579-8ee2483b27b9#issue-9d07ec3a-99b3-4b74-8ac6-81fc2a0a721d,Open,Vulnerability,[]
3,High,802,NoSQL Injection,[],"[""CWE-89""]",MrkmuniKumar/juice-shop,https://app.snyk.io/org/mrkmunikumar/project/51c6ec68-8de8-4009-b579-8ee2483b27b9,,,2023-08-24 07:21:02.442,Open,2023-08-24 07:21:02.442,,Snyk Code,,,,,Static Application Security Testing (SAST),MrkmuniKumar,6139fa18-3b6d-4607-86b2-a2b64e216260,CODE_SECURITY_VULNERABILITY,,,,github,,MrkmuniKumar/juice-shop,master,,https://app.snyk.io/org/mrkmunikumar/project/51c6ec68-8de8-4009-b579-8ee2483b27b9#issue-6139fa18-3b6d-4607-86b2-a2b64e216260,Open,Vulnerability,[]
3,High,801,Server-Side Request Forgery (SSRF),[],"[""CWE-918""]",MrkmuniKumar/juice-shop,https://app.snyk.io/org/mrkmunikumar/project/51c6ec68-8de8-4009-b579-8ee2483b27b9,,,2023-08-24 07:21:02.442,Open,2023-08-24 07:21:02.442,,Snyk Code,,,,,Static Application Security Testing (SAST),MrkmuniKumar,dee277c8-4def-46ba-8f4d-0afd507c448a,CODE_SECURITY_VULNERABILITY,,,,github,,MrkmuniKumar/juice-shop,master,,https://app.snyk.io/org/mrkmunikumar/project/51c6ec68-8de8-4009-b579-8ee2483b27b9#issue-dee277c8-4def-46ba-8f4d-0afd507c448a,Open,Vulnerability,[]
3,High,801,Improper Neutralization of Directives in Statically Saved Code,[],"[""CWE-96""]",MrkmuniKumar/juice-shop,https://app.snyk.io/org/mrkmunikumar/project/51c6ec68-8de8-4009-b579-8ee2483b27b9,,,2023-08-24 07:21:02.442,Open,2023-08-24 07:21:02.442,,Snyk Code,,,,,Static Application Security Testing (SAST),MrkmuniKumar,22b6e12b-93e5-4860-bcac-69ef1bf49132,CODE_SECURITY_VULNERABILITY,,,,github,,MrkmuniKumar/juice-shop,master,,https://app.snyk.io/org/mrkmunikumar/project/51c6ec68-8de8-4009-b579-8ee2483b27b9#issue-22b6e12b-93e5-4860-bcac-69ef1bf49132,Open,Vulnerability,[]
3,High,801,Hardcoded Secret,[],"[""CWE-547""]",MrkmuniKumar/juice-shop,https://app.snyk.io/org/mrkmunikumar/project/51c6ec68-8de8-4009-b579-8ee2483b27b9,,,2023-08-24 07:21:02.442,Open,2023-08-24 07:21:02.442,,Snyk Code,,,,,Static Application Security Testing (SAST),MrkmuniKumar,7cc65d1a-ec6c-4932-9002-0d4a11140123,CODE_SECURITY_VULNERABILITY,,,,github,,MrkmuniKumar/juice-shop,master,,https://app.snyk.io/org/mrkmunikumar/project/51c6ec68-8de8-4009-b579-8ee2483b27b9#issue-7cc65d1a-ec6c-4932-9002-0d4a11140123,Open,Vulnerability,[]
3,High,801,Hardcoded Secret,[],"[""CWE-547""]",MrkmuniKumar/juice-shop,https://app.snyk.io/org/mrkmunikumar/project/51c6ec68-8de8-4009-b579-8ee2483b27b9,,,2023-08-24 07:21:02.442,Open,2023-08-24 07:21:02.442,,Snyk Code,,,,,Static Application Security Testing (SAST),MrkmuniKumar,4373798c-a14b-4e1c-904c-43f48dc1438b,CODE_SECURITY_VULNERABILITY,,,,github,,MrkmuniKumar/juice-shop,master,,https://app.snyk.io/org/mrkmunikumar/project/51c6ec68-8de8-4009-b579-8ee2483b27b9#issue-4373798c-a14b-4e1c-904c-43f48dc1438b,Open,Vulnerability,[]
3,High,801,Hardcoded Secret,[],"[""CWE-547""]",MrkmuniKumar/juice-shop,https://app.snyk.io/org/mrkmunikumar/project/51c6ec68-8de8-4009-b579-8ee2483b27b9,,,2023-08-24 07:21:02.442,Open,2023-08-24 07:21:02.442,,Snyk Code,,,,,Static Application Security Testing (SAST),MrkmuniKumar,33b3614d-6b9b-4bce-9ebf-44797e85cc20,CODE_SECURITY_VULNERABILITY,,,,github,,MrkmuniKumar/juice-shop,master,,https://app.snyk.io/org/mrkmunikumar/project/51c6ec68-8de8-4009-b579-8ee2483b27b9#issue-33b3614d-6b9b-4bce-9ebf-44797e85cc20,Open,Vulnerability,[]
3,High,801,Hardcoded Secret,[],"[""CWE-547""]",MrkmuniKumar/juice-shop,https://app.snyk.io/org/mrkmunikumar/project/51c6ec68-8de8-4009-b579-8ee2483b27b9,,,2023-08-24 07:21:02.442,Open,2023-08-24 07:21:02.442,,Snyk Code,,,,,Static Application Security Testing (SAST),MrkmuniKumar,04025a85-3d4e-4842-8e62-67ebe27a8a44,CODE_SECURITY_VULNERABILITY,,,,github,,MrkmuniKumar/juice-shop,master,,https://app.snyk.io/org/mrkmunikumar/project/51c6ec68-8de8-4009-b579-8ee2483b27b9#issue-04025a85-3d4e-4842-8e62-67ebe27a8a44,Open,Vulnerability,[]
3,High,752,SQL Injection,[],"[""CWE-89""]",MrkmuniKumar/juice-shop,https://app.snyk.io/org/mrkmunikumar/project/51c6ec68-8de8-4009-b579-8ee2483b27b9,,,2023-08-24 07:21:02.442,Open,2023-08-24 07:21:02.442,,Snyk Code,,,,,Static Application Security Testing (SAST),MrkmuniKumar,a08b666e-a78f-4606-a159-a5916db5355a,CODE_SECURITY_VULNERABILITY,,,,github,,MrkmuniKumar/juice-shop,master,,https://app.snyk.io/org/mrkmunikumar/project/51c6ec68-8de8-4009-b579-8ee2483b27b9#issue-a08b666e-a78f-4606-a159-a5916db5355a,Open,Vulnerability,[]
3,High,752,SQL Injection,[],"[""CWE-89""]",MrkmuniKumar/juice-shop,https://app.snyk.io/org/mrkmunikumar/project/51c6ec68-8de8-4009-b579-8ee2483b27b9,,,2023-08-24 07:21:02.442,Open,2023-08-24 07:21:02.442,,Snyk Code,,,,,Static Application Security Testing (SAST),MrkmuniKumar,8c94c614-6b68-4ad9-a566-579d70b531d9,CODE_SECURITY_VULNERABILITY,,,,github,,MrkmuniKumar/juice-shop,master,,https://app.snyk.io/org/mrkmunikumar/project/51c6ec68-8de8-4009-b579-8ee2483b27b9#issue-8c94c614-6b68-4ad9-a566-579d70b531d9,Open,Vulnerability,[]
3,High,752,SQL Injection,[],"[""CWE-89""]",MrkmuniKumar/juice-shop,https://app.snyk.io/org/mrkmunikumar/project/51c6ec68-8de8-4009-b579-8ee2483b27b9,,,2023-08-24 07:21:02.442,Open,2023-08-24 07:21:02.442,,Snyk Code,,,,,Static Application Security Testing (SAST),MrkmuniKumar,acbb8092-c8cd-4802-a2fa-0f20fa011414,CODE_SECURITY_VULNERABILITY,,,,github,,MrkmuniKumar/juice-shop,master,,https://app.snyk.io/org/mrkmunikumar/project/51c6ec68-8de8-4009-b579-8ee2483b27b9#issue-acbb8092-c8cd-4802-a2fa-0f20fa011414,Open,Vulnerability,[]
3,High,752,SQL Injection,[],"[""CWE-89""]",MrkmuniKumar/juice-shop,https://app.snyk.io/org/mrkmunikumar/project/51c6ec68-8de8-4009-b579-8ee2483b27b9,,,2023-08-24 07:21:02.442,Open,2023-08-24 07:21:02.442,,Snyk Code,,,,,Static Application Security Testing (SAST),MrkmuniKumar,987d12d8-777c-4a45-a165-5f2bc0b53ae0,CODE_SECURITY_VULNERABILITY,,,,github,,MrkmuniKumar/juice-shop,master,,https://app.snyk.io/org/mrkmunikumar/project/51c6ec68-8de8-4009-b579-8ee2483b27b9#issue-987d12d8-777c-4a45-a165-5f2bc0b53ae0,Open,Vulnerability,[]
3,High,752,SQL Injection,[],"[""CWE-89""]",MrkmuniKumar/juice-shop,https://app.snyk.io/org/mrkmunikumar/project/51c6ec68-8de8-4009-b579-8ee2483b27b9,,,2023-08-24 07:21:02.442,Open,2023-08-24 07:21:02.442,,Snyk Code,,,,,Static Application Security Testing (SAST),MrkmuniKumar,4fe53e84-18a4-4d58-8005-a631ffd7e5b3,CODE_SECURITY_VULNERABILITY,,,,github,,MrkmuniKumar/juice-shop,master,,https://app.snyk.io/org/mrkmunikumar/project/51c6ec68-8de8-4009-b579-8ee2483b27b9#issue-4fe53e84-18a4-4d58-8005-a631ffd7e5b3,Open,Vulnerability,[]
3,High,752,NoSQL Injection,[],"[""CWE-89""]",MrkmuniKumar/juice-shop,https://app.snyk.io/org/mrkmunikumar/project/51c6ec68-8de8-4009-b579-8ee2483b27b9,,,2023-08-24 07:21:02.442,Open,2023-08-24 07:21:02.442,,Snyk Code,,,,,Static Application Security Testing (SAST),MrkmuniKumar,73c580d8-3c92-4831-8b78-fa1952d54804,CODE_SECURITY_VULNERABILITY,,,,github,,MrkmuniKumar/juice-shop,master,,https://app.snyk.io/org/mrkmunikumar/project/51c6ec68-8de8-4009-b579-8ee2483b27b9#issue-73c580d8-3c92-4831-8b78-fa1952d54804,Open,Vulnerability,[]
